Gen,Max Fitness,Average Fitness,Max Fitness Genome
253,0.875,0.8144,00101000001100101011000001101000000000100011010111110001100100100001101111101011001000100000001100011100
254,0.875,0.81735,00110110000010100010000110100000000000100011010111100000100100000010101011101010001000100000001100011100
255,0.875,0.8138,11110010011110000111001001101000000000100011010111110000100100000011011100000001001000100000001100011100
256,0.875,0.81645,01101001000010101010000100000000000000100011010111100000100100000011101011101000001000100000001100011100
257,0.875,0.8187375,10111110100010100000000110100000000000100011010111110000100100000011101011001101001000100000001100011100
258,0.875,0.813725,00010000000010100011101101001000000000100011010111110000100100010001110100100001001000100000001100011100
259,0.875,0.8135,00101101001010101010000010001000000000100011010111110001000100001011000010100010001000100000001100011100
260,0.875,0.814025,01001000011010001111111010100000000000100011010111100101100100010011111010101001001000100000001100011100
261,0.875,0.8155625,01011000001010101010000111000000000000100011010111110100011100010011111110100001001000100000001100011100
262,0.875,0.810525,00110111100010101100000000100000000000100011010111100111111000000011001011101101001000100000001100011100
263,0.875,0.81415,00010000001110100111111001010000000000100011010111100000100101000001101011101000001000100000001100011100
264,0.875,0.8089,01101000011010010100100111001100000000100011010111000000100101101011111111101001001000100000001100011100
265,0.875,0.8154125,11111000001110000011100111001100000000100011010111010101111001010111101011101001001000100000001100011100
266,0.875,0.8180625,01110000001101010111000000100000000000100011010111111001101000001011101101100001001000100000001100011100
267,0.875,0.815,11101000101011100010000100110000000000100011010111110001100101000011001011100110001000100000001100011100
268,0.875,0.81255,11111000011101010010000001001000000000100011010111111001111000000011100110001001001000100000001100011100
269,0.875,0.8135125,00001110001001001101111000100000000000100011010111111000100100011011011111100010001000100000001100011100
270,0.875,0.8139,01010010111010111100011001100000000000100011010111110000100000001010101010101001001000100000001100011100
271,0.875,0.814475,00101100110010101010000111001000000000100011010111110000111101000011101010100000001000100000001100011100
272,0.875,0.81225,11110110000001110111000011101100000000100011010111001001011000000011001001101001001000100000001100011100
273,0.875,0.8148625,00001001001001101010001011101000000000100011010111010000100100000110001011101001001000100000001100011100
274,0.875,0.816825,00000110001010111011101000100000000000100011010111010100100100000111001100000001001000100000001100011100
275,0.875,0.816275,11110011001010110011100101101000000000100011010111010000100100000011101011100001001000100000001100011100
276,0.875,0.815475,01110111110010101100000110000000000000100011010111110000100100000011111110101101001000100000001100011100
277,0.875,0.81465,00101000000010101101111000110000000000100011010111110000101100001011001110100001001000100000001100011100
278,0.875,0.8163875,00101000001011100010111010101100000000100011010111111000100100000101101010101001001000100000001100011100
279,0.875,0.814775,10111000100010000011000011111100000000100011010111000100100100101010110001101001001000100000001100011100
280,0.875,0.816775,11000100011010101101101101000000000000100011010111010101100100001011100110010001001000100000001100011100
281,0.875,0.8113375,00101000010000101110010100100000000000100011010111110001001010100001001110000000001000100000001100011100
282,0.875,0.8129,01110010000011100011111010100000000000100011010111000100000000000111101111101000001000100000001100011100
283,0.875,0.8056375,01110110000000100010000010100000000000100011010111000000100100000011101011111000001000100000001100011100
284,0.875,0.8133875,11110000001010011111100110110000000000100011010111100100101000100011100011101101001000100000001100011100
285,0.875,0.8127375,11111010001111000100100110100000000000100011010111100011010100100011001001101001001000100000001100011100
